0.484752672 2.0629076594342113
0.683918767 933.8938939381225
0.884072418 2622.9848787519745
1.084248138 5220.413344835228
1.284397599 4576.579898958608
1.484552646 6345.081071075864
1.68471859 6209.847565278137
1.884882576 6474.6912064391045
2.084034424 6497.554569516222
2.28418612 6355.179723283484
2.48786424 6102.766463084007
2.684061523 6585.208420037091
2.884225789 6614.5672574744185
3.084431402 6603.2114694007105
3.28461662 6638.851825712726
3.484825865 6668.023746855446
3.683991122 6823.479257730177
3.884143097 6649.946871620927
4.084295631 6659.920678296284
4.284510183 6448.082754744021
4.484660201 6645.015640218428
4.684811618 6754.885977149989
4.883981066 6732.960368499892
5.084169916 6663.707793915595
5.284338372 6414.597113143542
5.48449789 6424.875583483369
5.684681154 6374.159230413987
5.884885928 6743.095946353407
6.084087782 3634.5043254466896
6.284279428 6433.834906377661
6.484435871 6175.169689641218
6.684612989 6049.642497100993
6.884806869 6333.859956158501
7.083969052 6447.007060572338
7.284179694 6568.082429904001
7.484339769 6604.713752230558
7.684499566 6479.822718844984
7.884696518 6533.566005540383
8.084873915 6264.443532553278
8.284038055 6622.678158829195
8.4842554 6303.150209089028
8.684412404 6365.00334507405
8.88456857 6634.8193340194175
9.084813014 6237.376553628625
9.283973243 6617.787128573747
9.484167121 6453.743805292587
9.684325242 6479.876976862708
9.884495097 6304.6456220893
10.084718867 6342.903242706898
10.284877547 6374.9421209212605
10.484043083 6411.751880606492
10.684245903 6323.587250169603
10.884427769 6474.112894921261
11.08461187 6618.907262770083
11.28478396 6674.257135447804
11.491061853 6273.091028712418
11.68553629 6525.279206747363
11.887622588 6230.011695300589
12.089354652 6295.47913612781
12.288338881 6402.51745780315
12.491918665 6223.604206201535
12.689464722 6439.004753205477
12.886269623 6442.928979700561
13.085731286 6327.030372748872
13.283937763 6392.323899687698
13.565919411 4479.01488964984
13.684081356 7041.184029257473
13.884232772 6310.222656631117
14.084406816 6534.313709523699
14.28456829 6344.877336384922
14.484734511 6429.656280516981
14.684904645 6354.594337235144
14.884065152 6226.133979464112
15.08422076 6270.121594594541
15.284378042 6374.986646751128
15.484528899 6430.149834432135
15.684688415 6569.760090746822
15.88484961 6569.704982027111
16.084000899 6306.763096070144
16.284160695 6669.671066211518
16.484319654 6280.008680500781
16.684472746 6330.154519921181
16.884634499 6434.795762405219
17.084796251 6454.77963242448
17.283963184 6356.476855523
17.484122422 6160.095393648531
17.684283058 6309.931988825215
17.884433356 6335.239131145336
18.084587845 6564.928953454549
18.284748759 6724.589596947983
18.483920721 6577.230985955744
18.684070181 6655.026698548175
18.890282702 6381.765731868434
19.091022182 6266.829026357944
19.284473304 6523.611685229719
19.489973445 6189.776774897688
19.688131311 6398.938510974881
19.884921966 6600.923199325699
20.084077165 6412.0846777391935
20.284293953 6038.454677436939
20.484708531 6117.319469644568
20.68490632 4575.475106770535
20.884078283 1862.711972166484
21.08419338 989.430597532579
